Time [s],Channel 0
10.590629760,0
10.590635600,1
10.591365840,0
10.591769480,1
10.591913240,0
10.591921760,1
10.592066400,0
10.592143440,1
10.595074480,0
10.595573800,1
10.595876440,0
10.595884840,1
10.596191160,0
10.596199600,1
10.596505960,0
10.596514360,1
10.596820680,0
10.596826520,1
10.598489920,0
10.598891440,1
10.599036120,0
10.599043760,1
10.599189320,0
10.599265520,1
10.602197440,0
10.603483600,1
10.603701960,0
10.603716480,1
10.603934640,0
10.603949360,1
10.604167400,0
10.604181960,1
10.604400120,0
10.604409680,1
10.604585480,0
10.604592800,1
10.604769040,0
10.604776360,1
10.604952600,0
10.604959960,1
10.605136200,0
10.605541160,1
10.605686360,0
10.605693480,1
10.605839560,0
10.605915360,1
10.608847680,0
10.619069840,1
10.666782440,0
10.800890200,1
10.816473880,0
10.833045560,1
10.833261600,0
10.833278160,1
10.833494280,0
10.833510760,1
10.833727080,0
10.833743600,1
10.833959800,0
10.833970080,1
10.834145080,0
10.834153120,1
10.834328640,0
10.834336680,1
10.834512240,0
10.834520280,1
10.834695840,0
10.835098400,1
10.838735000,0
10.838748000,1
10.839049720,0
10.839062760,1
10.839364480,0
10.839377480,1
10.839679240,0
10.839687440,1
10.841348560,0
10.841752040,1
10.841893680,0
10.841904240,1
10.842046840,0
10.842125440,1
10.845054720,0
10.845553560,1
10.848472640,0
10.848874080,1
10.849016160,0
10.849026320,1
10.849169320,0
10.849247600,1
10.852177280,0
10.853465560,1
10.853683680,0
10.853698280,1
10.853916480,0
10.853931120,1
10.854149200,0
10.854163960,1
10.854382000,0
10.854391520,1
10.854567240,0
10.854574680,1
10.854750840,0
10.854758280,1
10.854934400,0
10.854941800,1
10.855117960,0
10.855523760,1
10.855666440,0
10.855675960,1
10.855819600,0
10.855897400,1
10.858827560,0
10.917888600,1
10.950606120,0
10.966671240,1
11.000717120,0
11.067099600,1
11.117231960,0
11.183713600,1
11.216878120,0
11.332991560,1
11.333209160,0
11.333222320,1
11.333439320,0
11.333452360,1
11.333669480,0
11.333682520,1
11.333899640,0
11.333909000,1
11.334090680,0
11.334098320,1
11.334280320,0
11.334287960,1
11.334469960,0
11.334477600,1
11.334659680,0
11.335062120,1
11.338695440,0
11.338707160,1
11.339006640,0
11.339018480,1
11.339317920,0
11.339329680,1
11.339629200,0
11.339636920,1
11.341312120,0
11.341714920,1
11.341858840,0
11.341867240,1
11.342012000,0
11.342088920,1
11.345020560,0
11.345516320,1
11.348436480,0
11.348837840,1
11.348979800,0
11.348990040,1
11.349132960,0
11.349211320,1
11.352141240,0
11.353416760,1
11.353630640,0
11.353646680,1
11.353860800,0
11.353876960,1
11.354091000,0
11.354107280,1
11.354321120,0
11.354331840,1
11.354512240,0
11.354521080,1
11.354701840,0
11.354710680,1
11.354891520,0
11.354900440,1
11.355081160,0
11.355488040,1
11.355629240,0
11.355640160,1
11.355782400,0
11.355861240,1
11.358790600,0
13.679141892,0
